raceId,driverId,stop,lap,milliseconds_pit,positionOrder,points,laps
1015,154,1,50,24219,10,1.0,78
1015,846,1,47,25026,11,0.0,78
1015,825,1,11,25419,14,0.0,77
1015,815,1,11,28463,12,0.0,77
1015,807,1,9,25532,13,0.0,77
1015,847,1,10,26165,15,0.0,77
1015,840,1,39,24591,16,0.0,77
1015,8,1,46,26299,17,0.0,77
1015,9,1,21,23946,18,0.0,77
1015,841,1,44,35651,19,0.0,76
1015,844,1,9,25964,20,0.0,16
1015,844,2,16,25705,20,0.0,16
1016,1,1,28,23662,1,25.0,70
1016,20,1,26,23782,2,18.0,70
1016,844,1,33,23732,3,15.0,70
1016,822,1,30,23994,4,13.0,70
1016,822,2,67,23456,4,13.0,70
1016,830,1,48,23426,5,10.0,70
1016,817,1,8,23927,6,8.0,69
1016,807,1,16,24030,7,6.0,69
1016,842,1,7,23485,8,4.0,69
1016,840,1,45,23727,9,2.0,69
1016,826,1,12,23825,10,1.0,69
1016,832,1,3,24727,11,0.0,69
1016,815,1,11,24076,12,0.0,69
1016,841,1,33,23884,13,0.0,69
1016,154,1,34,24071,14,0.0,69
1016,8,1,6,25342,15,0.0,69
1016,8,2,58,24666,15,0.0,69
1016,847,1,9,23686,16,0.0,68
1016,825,1,39,24381,17,0.0,68
1016,9,1,8,25210,18,0.0,67
1016,9,2,38,23119,18,0.0,67
1016,848,1,1,37950,19,0.0,59
1017,1,1,24,30186,1,25.0,53
1017,822,1,23,30412,2,18.0,53
1017,844,1,21,30203,3,15.0,53
1017,830,1,20,30118,4,12.0,53
1017,20,1,25,30044,5,11.0,53
1017,20,2,51,30468,5,11.0,53
1017,832,1,19,29920,6,8.0,53
1017,8,1,31,29975,7,6.0,52
1017,807,1,34,30884,8,4.0,52
1017,846,1,18,30576,9,2.0,52
1017,842,1,17,30228,10,1.0,52
1017,817,1,16,31031,11,0.0,52
1017,815,1,18,37286,12,0.0,52
1017,840,1,39,30849,13,0.0,52
1017,826,1,32,30233,14,0.0,52
1017,848,1,25,30279,15,0.0,52
1017,841,1,7,30842,16,0.0,52
1017,841,2,34,31697,16,0.0,52
1017,825,1,16,30832,17,0.0,52
1017,9,1,24,29792,18,0.0,51
1017,847,1,25,31950,19,0.0,51
1017,847,2,33,37494,19,0.0,51
1017,154,1,31,30837,20,0.0,44
1018,830,1,31,21110,1,26.0,71
1018,844,1,22,21878,2,18.0,71
1018,822,1,21,22552,3,15.0,71
1018,20,1,21,25236,4,12.0,71
1018,20,2,50,22251,4,12.0,71
1018,1,1,30,30067,5,10.0,71
1018,846,1,25,21547,6,8.0,70
1018,842,1,25,22239,7,6.0,70
1018,832,1,41,21266,8,4.0,70
1018,8,1,23,21709,9,2.0,70
1018,841,1,24,21672,10,1.0,70
1018,815,1,28,22330,11,0.0,70
1018,817,1,46,22305,12,0.0,70
1018,807,1,26,21985,13,0.0,70
1018,840,1,25,21982,14,0.0,70
1018,848,1,35,21225,15,0.0,70
1018,154,1,34,22265,16,0.0,70
1018,826,1,32,25091,17,0.0,70
1018,847,1,27,22772,18,0.0,69
1018,825,1,11,23243,19,0.0,69
1018,825,2,13,16224,19,0.0,69
1018,825,3,62,22309,19,0.0,69
1018,9,1,19,21525,20,0.0,68
1019,1,1,20,28905,1,26.0,52
1019,822,1,16,28493,2,18.0,52
1019,822,2,45,28177,2,18.0,52
1019,844,1,13,28558,3,15.0,52
1019,844,2,21,28348,3,15.0,52
1019,842,1,12,27905,4,12.0,52
1019,830,1,13,27827,5,10.0,52
1019,830,2,20,27950,5,10.0,52
1019,832,1,20,27980,6,8.0,52
1019,817,1,12,28416,7,6.0,52
1019,817,2,20,28381,7,6.0,52
1019,8,1,17,28364,8,4.0,52
1019,826,1,12,29377,9,2.0,52
1019,826,2,21,28811,9,2.0,52
1019,807,1,13,28926,10,1.0,52
1019,846,1,13,28275,11,0.0,52
1019,846,2,35,27919,11,0.0,52
1019,848,1,13,28954,12,0.0,52
1019,840,1,13,30400,13,0.0,52
1019,840,2,39,29074,13,0.0,52
1019,847,1,21,30245,14,0.0,51
1019,9,1,20,28694,15,0.0,51
1019,20,1,20,28021,16,0.0,51
1019,20,2,38,38468,16,0.0,51
1019,815,1,18,30264,17,0.0,51
1019,815,2,24,38032,17,0.0,51
1019,815,3,46,28747,17,0.0,51
1019,154,1,1,33562,19,0.0,9
1019,825,1,1,32767,20,0.0,6
1020,830,1,3,22358,1,26.0,64
1020,830,2,25,19640,1,26.0,64
1020,830,3,29,21472,1,26.0,64
1020,830,4,41,19327,1,26.0,64
1020,830,5,46,19062,1,26.0,64
1020,20,1,2,20094,2,18.0,64
1020,20,2,23,20768,2,18.0,64
1020,20,3,28,22058,2,18.0,64
1020,20,4,41,21256,2,18.0,64
1020,20,5,47,19586,2,18.0,64
1020,826,1,3,23090,3,15.0,64
1020,826,2,25,21488,3,15.0,64
1020,826,3,28,24310,3,15.0,64
1020,826,4,45,20671,3,15.0,64
1020,840,1,7,22696,4,12.0,64
1020,840,2,25,21260,4,12.0,64
1020,840,3,28,21962,4,12.0,64
1020,840,4,41,20472,4,12.0,64
1020,840,5,44,20152,4,12.0,64
1020,832,1,3,23363,5,10.0,64
1020,832,2,27,19964,5,10.0,64
1020,832,3,46,20711,5,10.0,64
1020,848,1,2,20576,6,8.0,64
1020,848,2,27,21501,6,8.0,64
1020,848,3,28,21732,6,8.0,64
1020,848,4,46,19931,6,8.0,64
1020,154,1,3,27232,7,6.0,64
1020,154,2,26,21625,7,6.0,64
1020,154,3,28,22421,7,6.0,64
1020,154,4,41,20622,7,6.0,64
1020,154,5,46,21423,7,6.0,64
1020,825,1,8,21106,8,4.0,64
1020,825,2,21,21179,8,4.0,64
1020,825,3,29,21359,8,4.0,64
1020,825,4,42,20380,8,4.0,64
1020,825,5,45,20285,8,4.0,64
1020,825,6,57,20700,8,4.0,64
1020,1,1,3,20203,9,2.0,64
1020,1,2,28,22947,9,2.0,64
1020,1,4,47,27069,9,2.0,64
1020,1,5,53,20015,9,2.0,64
1020,1,6,56,19610,9,2.0,64
1020,9,1,7,23801,10,1.0,64
1020,9,2,23,20436,10,1.0,64
1020,9,3,31,19626,10,1.0,64
1020,9,4,46,20370,10,1.0,64
1020,9,5,57,19825,10,1.0,64
1020,847,1,7,20718,11,0.0,64
1020,847,2,24,19287,11,0.0,64
1020,847,3,41,19345,11,0.0,64
1020,847,4,47,21634,11,0.0,64
1020,847,5,57,23445,11,0.0,64
1020,8,1,3,27256,12,0.0,64
1020,8,2,26,22307,12,0.0,64
1020,8,3,28,21142,12,0.0,64
1020,8,4,47,20930,12,0.0,64
1020,841,1,3,22509,13,0.0,64
1020,841,2,26,20879,13,0.0,64
1020,841,3,28,20096,13,0.0,64
1020,841,4,47,28093,13,0.0,64
1020,842,1,3,29667,14,0.0,61
1020,842,2,26,19875,14,0.0,61
1020,842,3,28,20552,14,0.0,61
1020,842,4,46,20012,14,0.0,61
1020,822,1,3,22243,15,0.0,56
1020,822,2,26,20498,15,0.0,56
1020,822,3,30,21142,15,0.0,56
1020,822,4,46,21009,15,0.0,56
1020,807,1,3,22132,16,0.0,39
1020,807,2,15,20118,16,0.0,39
1020,807,3,29,20624,16,0.0,39
1020,844,1,3,20361,17,0.0,27
1020,844,2,15,22102,17,0.0,27
1020,844,3,27,20317,17,0.0,27
1020,846,1,6,21402,18,0.0,25
1020,846,2,25,20242,18,0.0,25
1020,817,1,3,21224,19,0.0,13
1021,1,1,31,22880,1,25.0,70
1021,1,2,48,21390,1,25.0,70
1021,830,1,25,21705,2,19.0,70
1021,830,2,67,21164,2,19.0,70
1021,20,1,39,24819,3,15.0,70
1021,844,1,27,21575,4,12.0,70
1021,832,1,29,21832,5,10.0,69
1021,842,1,28,22104,6,8.0,69
1021,8,1,29,22205,7,6.0,69
1021,822,1,5,33328,8,4.0,69
1021,822,2,46,21744,8,4.0,69
1021,846,1,28,26066,9,2.0,69
1021,848,1,28,23676,10,1.0,69
1021,815,1,18,21901,11,0.0,69
1021,807,1,36,21734,12,0.0,69
1021,825,1,38,21618,13,0.0,69
1021,817,1,46,22498,14,0.0,69
1021,826,1,21,23002,15,0.0,68
1021,847,1,16,21333,16,0.0,68
1021,840,1,16,22085,17,0.0,68
1021,840,2,50,21563,17,0.0,68
1021,841,1,15,23218,18,0.0,68
1021,9,1,18,21754,19,0.0,67
1021,154,1,19,22035,20,0.0,49
1022,844,1,21,22449,1,25.0,44
1022,1,1,22,23497,2,18.0,44
1022,822,1,23,22579,3,15.0,44
1022,20,1,15,22863,4,13.0,44
1022,20,2,33,22786,4,13.0,44
1022,848,1,23,22506,5,10.0,44
1022,815,1,15,23133,6,8.0,44
1022,826,1,24,22834,7,6.0,44
1022,807,1,11,23475,8,4.0,44
1022,807,2,31,23000,8,4.0,44
1022,842,1,13,22772,9,2.0,44
1022,840,1,14,22774,10,1.0,44
1022,840,2,30,25250,10,1.0,44
1022,846,1,19,23182,11,0.0,43
1022,825,1,25,22584,12,0.0,43
1022,154,1,16,22912,13,0.0,43
1022,817,1,1,27620,14,0.0,43
1022,847,1,30,22442,15,0.0,43
1022,8,1,1,39046,16,0.0,43
1022,8,2,2,25005,16,0.0,43
1022,8,3,31,26891,16,0.0,43
1022,9,1,31,24247,17,0.0,43
1022,841,1,29,23044,18,0.0,42
1023,844,1,20,23833,1,25.0,53
1023,822,1,27,23700,2,18.0,53
1023,1,1,19,23912,3,16.0,53
1023,1,2,49,23731,3,16.0,53
1023,817,1,30,24320,4,12.0,53
1023,807,1,29,24092,5,10.0,53
1023,848,1,26,29830,6,8.0,53
1023,815,1,28,25340,7,6.0,53
1023,830,1,1,31211,8,4.0,53
1023,830,2,27,24303,8,4.0,53
1023,841,1,21,25698,9,2.0,52
1023,846,1,23,24311,10,1.0,52
1023,842,1,28,24363,11,0.0,52
1023,840,1,15,18838,12,0.0,52
1023,840,2,22,24419,12,0.0,52
1023,20,1,6,32443,13,0.0,52
1023,20,2,12,31851,13,0.0,52
1023,20,3,41,24376,13,0.0,52
1023,847,1,23,24198,14,0.0,52
1023,8,1,19,32393,15,0.0,52
1023,8,2,26,24568,15,0.0,52
1023,154,1,7,26481,16,0.0,52
1023,154,2,29,25121,16,0.0,52
1023,9,1,29,31842,17,0.0,51
1023,9,2,44,23860,17,0.0,51
1023,825,1,20,24400,18,0.0,43
1023,825,2,34,24978,18,0.0,43
1023,826,1,28,24479,19,0.0,29
1023,832,1,27,27010,20,0.0,27
1024,20,1,19,29384,1,25.0,61
1024,844,1,20,29168,2,18.0,61
1024,830,1,19,28846,3,15.0,61
1024,1,1,26,28930,4,12.0,61
1024,822,1,22,29234,5,10.0,61
1024,848,1,20,28606,6,8.0,61
1024,846,1,20,30397,7,6.0,61
1024,842,1,32,32482,8,4.0,61
1024,807,1,1,29563,9,2.0,61
1024,807,2,36,29152,9,2.0,61
1024,841,1,34,29070,10,1.0,61
1024,841,2,36,28960,10,1.0,61
1024,154,1,23,29456,11,0.0,61
1024,154,2,35,43576,11,0.0,61
1024,832,2,35,30623,12,0.0,61
1024,840,1,31,29482,13,0.0,61
1024,840,2,41,39188,13,0.0,61
1024,840,3,44,29460,13,0.0,61
1024,817,1,34,30756,14,0.0,61
1024,826,1,12,28799,15,0.0,61
1024,826,2,36,34711,15,0.0,61
1024,9,1,21,29033,16,0.0,61
1024,9,2,44,30321,16,0.0,61
1024,825,1,18,29403,17,0.0,61
1024,825,2,56,30916,17,0.0,61
1024,8,1,15,29992,18,0.0,49
1024,815,1,13,29082,19,0.0,42
1024,847,1,1,38752,20,0.0,34
1025,1,1,28,29751,1,26.0,53
1025,822,1,28,29436,2,18.0,53
1025,844,1,22,29548,3,15.0,53
1025,844,2,30,29401,3,15.0,53
1025,830,1,28,29978,4,12.0,53
1025,848,1,29,29854,5,10.0,53
1025,832,1,21,30103,6,8.0,53
1025,815,1,23,30271,7,6.0,53
1025,846,1,20,29290,8,4.0,53
1025,825,1,27,30509,9,2.0,53
1025,807,1,16,34264,10,1.0,53
1025,807,2,29,29786,10,1.0,53
1025,840,1,27,30168,11,0.0,53
1025,826,1,27,30753,12,0.0,53
1025,826,2,29,29571,12,0.0,53
1025,8,1,9,25038,13,0.0,53
1025,8,2,27,36512,13,0.0,53
1025,842,1,26,29935,14,0.0,53
1025,841,1,2,38193,15,0.0,53
1025,841,2,27,30227,15,0.0,53
1025,9,1,1,30587,16,0.0,28
1025,9,2,2,30177,16,0.0,28
1025,847,1,27,29857,17,0.0,27
1025,20,1,26,29860,18,0.0,26
1025,817,1,1,36031,19,0.0,24
1026,822,1,17,23000,1,25.0,52
1026,822,2,36,23157,1,25.0,52
1026,20,1,16,24032,2,18.0,52
1026,20,2,31,23213,2,18.0,52
1026,1,1,21,23582,3,16.0,52
1026,1,2,42,23591,3,16.0,52
1026,848,1,15,23354,4,12.0,52
1026,848,2,34,23301,4,12.0,52
1026,832,1,26,23476,5,10.0,52
1026,844,1,3,30502,6,8.0,51
1026,844,2,25,23580,6,8.0,51
1026,844,3,46,23280,6,8.0,51
1026,842,1,18,23180,7,6.0,51
1026,815,1,19,22880,8,4.0,51
1026,815,2,41,23301,8,4.0,51
1026,840,1,18,23292,9,2.0,51
1026,826,1,27,23293,10,1.0,51
1026,846,1,4,25347,11,0.0,51
1026,846,2,25,23949,11,0.0,51
1026,8,1,15,24468,12,0.0,51
1026,8,2,36,23164,12,0.0,51
1026,154,1,16,23478,13,0.0,51
1026,841,1,18,23351,14,0.0,51
1026,841,2,49,23412,14,0.0,51
1026,825,1,17,24156,15,0.0,51
1026,825,2,47,23973,15,0.0,51
1026,847,1,25,23792,16,0.0,50
1026,9,1,22,26734,17,0.0,50
1026,9,2,33,22970,17,0.0,50
1026,817,1,29,23292,19,0.0,51
1026,807,1,19,24132,20,0.0,51
1027,1,1,23,22269,1,25.0,71
1027,20,1,37,21862,2,18.0,71
1027,822,1,36,22179,3,15.0,71
1027,844,1,15,22002,4,13.0,71
1027,844,2,43,25786,4,13.0,71
1027,848,1,14,22192,5,10.0,71
1027,848,2,44,22003,5,10.0,71
1027,830,1,5,24493,6,8.0,71
1027,815,1,20,22357,7,6.0,71
1027,817,1,50,22345,8,4.0,71
1027,842,1,9,22689,9,2.0,70
1027,842,2,49,22618,9,2.0,70
1027,807,1,18,22484,10,1.0,70
1027,826,1,10,22490,11,0.0,70
1027,826,2,44,22033,11,0.0,70
1027,840,1,37,22745,12,0.0,70
1027,832,1,15,22241,13,0.0,70
1027,832,2,35,22179,13,0.0,70
1027,841,1,21,43411,14,0.0,70
1027,825,1,28,23084,15,0.0,69
1027,847,1,22,22887,16,0.0,69
1027,154,1,37,24128,17,0.0,69
1027,9,1,21,24606,18,0.0,69
1027,9,2,60,22570,18,0.0,69
1027,8,1,15,22754,19,0.0,58
1027,8,2,52,22963,19,0.0,58
1031,822,1,26,21937,1,25.0,71
1031,822,2,56,16407,1,25.0,71
1028,822,1,14,24151,1,25.0,56
1028,822,2,35,23819,1,25.0,56
1028,1,1,24,23943,2,18.0,56
1028,830,1,13,23716,3,15.0,56
1028,830,2,34,23444,3,15.0,56
1028,844,1,20,29157,4,13.0,56
1028,844,2,42,23844,4,13.0,56
1028,848,1,1,34100,5,10.0,56
1028,848,2,20,23213,5,10.0,56
1028,848,3,40,23705,5,10.0,56
1028,817,1,21,23751,6,8.0,56
1028,846,1,19,24678,7,6.0,56
1028,846,2,42,25776,7,6.0,56
1028,832,1,18,24784,8,4.0,55
1028,807,1,27,24245,9,2.0,55
1028,807,2,39,23684,9,2.0,55
1028,815,1,24,24207,10,1.0,55
1028,8,1,18,24544,11,0.0,55
1028,8,2,40,24686,11,0.0,55
1028,826,1,21,27115,12,0.0,55
1028,826,2,39,24162,12,0.0,55
1028,840,1,9,24567,13,0.0,55
1028,840,2,29,25195,13,0.0,55
1028,841,1,17,25230,14,0.0,55
1028,841,2,39,24206,14,0.0,55
1028,154,1,24,24583,15,0.0,55
1028,842,1,19,24195,16,0.0,54
1028,842,2,53,24260,16,0.0,54
1028,847,1,23,23702,17,0.0,54
1028,847,2,46,28748,17,0.0,54
1028,825,1,18,24929,18,0.0,52
1028,825,2,40,24731,18,0.0,52
1028,9,1,11,24164,19,0.0,31
1029,830,1,21,22818,1,25.0,71
1029,830,2,44,22657,1,25.0,71
1029,830,3,54,22593,1,25.0,71
1029,842,1,22,22922,2,18.0,71
1029,842,2,47,23584,2,18.0,71
1029,832,1,29,22770,3,15.0,71
1029,8,1,21,23463,4,12.0,71
1029,8,2,47,23841,4,12.0,71
1029,841,1,20,23155,5,10.0,71
1029,841,2,46,23524,5,10.0,71
1029,817,1,8,30760,6,8.0,71
1029,817,2,40,29491,6,8.0,71
1029,1,1,20,22882,7,6.0,71
1029,1,2,43,23088,7,6.0,71
1029,1,3,66,23060,7,6.0,71
1029,846,1,27,23381,8,4.0,71
1029,846,2,53,23355,8,4.0,71
1029,815,1,17,23079,9,2.0,71
1029,815,2,45,23142,9,2.0,71
1029,826,1,23,22759,10,1.0,71
1029,826,2,46,23378,10,1.0,71
1029,825,1,27,23891,11,0.0,71
1029,825,2,53,23479,11,0.0,71
1029,847,1,23,22500,12,0.0,71
1029,847,2,54,23199,12,0.0,71
1029,847,3,66,22441,12,0.0,71
1029,154,1,26,23776,13,0.0,71
1029,154,2,65,23471,13,0.0,71
1029,848,1,24,23073,14,0.0,71
1029,848,2,50,23071,14,0.0,71
1029,807,1,27,23344,15,0.0,71
1029,807,2,44,23596,15,0.0,71
1029,807,3,53,22747,15,0.0,71
1029,9,1,20,23861,16,0.0,70
1029,9,2,36,29268,16,0.0,70
1029,9,3,53,24873,16,0.0,70
1029,9,4,66,23158,16,0.0,70
1029,20,1,25,23039,17,0.0,65
1029,20,2,49,23138,17,0.0,65
1029,844,1,29,22966,18,0.0,65
1029,844,2,54,23042,18,0.0,65
1029,840,1,28,23346,19,0.0,65
1029,840,2,53,24841,19,0.0,65
1029,822,1,26,23148,20,0.0,51
1029,822,2,41,23210,20,0.0,51
1030,1,1,26,22178,1,26.0,55
1030,830,1,25,21023,2,18.0,55
1030,844,1,12,21697,3,15.0,55
1030,844,2,38,21274,3,15.0,55
1030,822,1,29,21145,4,12.0,55
1030,20,1,12,25771,5,10.0,55
1030,20,2,38,21858,5,10.0,55
1030,848,1,13,22028,6,8.0,55
1030,815,1,37,22230,7,6.0,54
1030,846,1,8,22974,8,4.0,54
1030,826,1,40,21496,9,2.0,54
1030,832,1,12,21928,10,1.0,54
1030,832,2,41,21466,10,1.0,54
1030,817,1,11,21904,11,0.0,54
1030,817,2,42,21624,11,0.0,54
1030,807,1,18,21578,12,0.0,54
1030,8,1,22,22410,13,0.0,54
1030,825,1,20,21531,14,0.0,54
1030,154,1,18,21968,15,0.0,54
1030,841,1,8,21977,16,0.0,54
1030,841,2,26,22188,16,0.0,54
1030,847,1,32,22272,17,0.0,54
1030,9,1,24,21688,19,0.0,53
1030,840,1,5,28842,20,0.0,45
1030,840,2,23,21778,20,0.0,45
1031,844,1,26,22756,2,18.0,71
1031,844,2,51,21972,2,18.0,71
1031,844,3,56,18748,2,18.0,71
1031,846,1,26,23637,3,16.0,71
1031,846,2,51,21921,3,16.0,71
1031,846,3,56,18163,3,16.0,71
1031,1,1,26,21850,4,12.0,71
1031,1,2,56,16365,4,12.0,71
1031,832,1,26,23827,5,10.0,71
1031,832,2,52,21805,5,10.0,71
1031,832,3,56,20064,5,10.0,71
1031,815,1,26,22383,6,8.0,71
1031,815,2,56,16546,6,8.0,71
1031,842,1,26,22466,7,6.0,71
1031,842,2,56,19911,7,6.0,71
1031,839,1,26,21683,8,4.0,71
1031,839,2,56,19626,8,4.0,71
1031,841,1,25,23659,9,2.0,71
1031,841,2,55,22800,9,2.0,71
1031,841,3,56,19678,9,2.0,71
1031,20,1,26,22231,10,1.0,71
1031,20,2,51,22738,10,1.0,71
1031,20,3,56,19330,10,1.0,71
1031,849,1,26,22058,11,0.0,71
1031,849,2,51,21918,11,0.0,71
1031,849,3,56,19488,11,0.0,71
1031,826,1,26,22769,12,0.0,69
1031,826,2,51,21622,12,0.0,69
1031,826,3,56,19656,12,0.0,69
1031,848,1,26,21279,13,0.0,67
1031,848,2,51,21842,13,0.0,67
1031,848,3,56,17035,13,0.0,67
1031,8,1,24,23229,14,0.0,53
1031,8,2,51,21569,14,0.0,53
1031,847,1,25,21417,15,0.0,49
1031,154,1,20,23280,16,0.0,49
1032,1,1,27,21729,1,25.0,71
1032,822,1,34,21376,2,18.0,71
1032,830,1,24,20937,3,15.0,71
1032,830,2,68,21091,3,15.0,71
1032,848,1,35,21505,4,12.0,71
1032,846,1,39,22406,5,10.0,71
1032,815,1,38,22761,6,8.0,71
1032,840,1,33,22118,7,6.0,71
1032,817,1,37,21603,8,4.0,71
1032,832,1,32,25983,9,3.0,70
1032,832,2,66,21873,9,3.0,70
1032,826,1,36,22197,10,1.0,70
1032,8,1,44,21459,11,0.0,70
1032,825,1,31,21977,12,0.0,70
1032,154,1,37,22444,13,0.0,70
1032,841,1,39,21667,14,0.0,70
1032,842,1,24,21950,15,0.0,70
1032,842,2,49,22280,15,0.0,70
1032,847,1,34,21697,16,0.0,69
1032,849,1,32,22745,17,0.0,69
1032,844,1,1,39715,19,0.0,4
1033,1,1,3,22320,1,26.0,70
1033,1,2,37,22264,1,26.0,70
1033,1,3,66,22426,1,26.0,70
1033,830,1,4,21529,2,18.0,70
1033,830,2,36,21268,2,18.0,70
1033,822,1,2,21906,3,15.0,70
1033,822,2,33,21644,3,15.0,70
1033,822,3,49,21572,3,15.0,70
1033,840,1,3,23081,4,12.0,70
1033,840,2,35,22534,4,12.0,70
1033,840,3,52,22057,4,12.0,70
1033,848,1,3,23046,5,10.0,70
1033,848,2,34,22174,5,10.0,70
1033,20,1,3,28286,6,8.0,69
1033,20,2,29,21880,6,8.0,69
1033,815,1,3,23263,7,6.0,69
1033,815,2,35,22051,7,6.0,69
1033,817,1,4,21920,8,4.0,69
1033,817,2,43,22073,8,4.0,69
1033,832,1,3,27131,9,2.0,69
1033,832,2,40,22438,9,2.0,69
1033,825,1,35,23621,10,1.0,69
1033,844,1,2,22266,11,0.0,69
1033,844,2,20,22564,11,0.0,69
1033,826,1,1,23568,12,0.0,69
1033,826,2,18,22685,12,0.0,69
1033,846,1,4,23012,13,0.0,69
1033,846,2,35,22742,13,0.0,69
1033,839,1,4,24281,14,0.0,69
1033,839,2,31,21860,14,0.0,69
1033,8,1,3,22299,15,0.0,69
1033,8,2,33,27128,15,0.0,69
1033,154,1,34,22591,16,0.0,69
1033,841,1,4,22283,17,0.0,69
1033,841,2,20,23082,17,0.0,69
1033,841,3,40,21831,17,0.0,69
1033,847,1,4,21184,18,0.0,69
1033,847,2,19,21367,18,0.0,69
1033,847,3,50,22048,18,0.0,69
1033,849,1,3,21596,19,0.0,65
1033,849,2,4,36335,19,0.0,65
1033,849,3,31,28367,19,0.0,65
1033,849,4,39,21802,19,0.0,65
1033,849,5,52,25767,19,0.0,65
1033,842,1,3,22740,20,0.0,15
1034,1,1,13,28805,1,25.0,52
1034,830,1,13,28208,2,19.0,52
1034,830,2,50,28273,2,19.0,52
1034,844,1,13,29520,3,15.0,52
1034,817,1,12,29559,4,12.0,52
1034,846,1,12,30289,5,10.0,52
1034,839,1,12,30768,6,8.0,52
1034,842,1,12,29414,7,6.0,52
1034,848,1,6,28834,8,4.0,52
1034,848,2,30,33308,8,4.0,52
1034,840,1,13,28716,9,2.0,52
1034,20,1,12,29439,10,1.0,52
1034,822,1,13,30571,11,0.0,52
1034,822,2,50,33602,11,0.0,52
1034,847,1,12,29302,12,0.0,52
1034,832,1,13,28487,13,0.0,52
1034,832,2,51,36278,13,0.0,52
1034,841,1,12,28355,14,0.0,52
1034,849,1,12,31371,15,0.0,52
1034,154,1,36,33816,16,0.0,52
1034,8,1,12,36590,17,0.0,51
1034,8,2,47,44085,17,0.0,51
1035,830,1,26,29115,1,25.0,52
1035,830,2,32,28986,1,25.0,52
1035,1,1,14,28406,2,19.0,52
1035,1,2,41,29402,2,19.0,52
1035,822,1,13,28408,3,15.0,52
1035,822,2,32,28188,3,15.0,52
1035,844,1,18,29419,4,12.0,52
1035,848,1,6,28417,5,10.0,52
1035,848,2,30,27858,5,10.0,52
1035,840,1,18,28235,6,8.0,52
1035,840,2,31,27974,6,8.0,52
1035,807,1,15,28981,7,6.0,52
1035,807,2,30,28386,7,6.0,52
1035,807,3,44,28736,7,6.0,52
1035,839,1,22,28093,8,4.0,52
1035,846,1,12,27949,9,2.0,52
1035,846,2,29,28874,9,2.0,52
1035,826,1,19,28036,10,1.0,52
1035,826,2,35,28365,10,1.0,52
1035,842,1,7,28356,11,0.0,52
1035,842,2,23,28306,11,0.0,52
1035,20,1,22,28167,12,0.0,52
1035,20,2,33,28352,12,0.0,52
1035,832,1,22,35864,13,0.0,52
1035,832,2,34,28772,13,0.0,52
1035,817,1,14,28587,14,0.0,51
1035,817,2,26,28167,14,0.0,51
1035,817,3,35,28057,14,0.0,51
1035,8,1,26,29296,15,0.0,51
1035,154,1,17,29377,16,0.0,51
1035,154,2,38,29803,16,0.0,51
1035,841,1,7,27892,17,0.0,51
1035,841,2,33,27693,17,0.0,51
1035,847,1,8,28391,18,0.0,51
1035,847,2,24,28331,18,0.0,51
1035,847,3,39,28692,18,0.0,51
1035,849,1,9,28696,19,0.0,51
1035,849,2,26,28086,19,0.0,51
1035,849,3,46,29049,19,0.0,51
1035,825,1,9,28934,20,0.0,43
1035,825,2,20,29389,20,0.0,43
1036,1,1,23,23377,1,25.0,66
1036,1,2,50,21853,1,25.0,66
1036,830,1,21,21532,2,18.0,66
1036,830,2,41,21601,2,18.0,66
1036,822,1,23,22310,3,16.0,66
1036,822,2,48,22143,3,16.0,66
1036,822,3,64,22607,3,16.0,66
1036,840,1,27,22351,4,12.0,65
1036,840,2,42,22388,4,12.0,65
1036,815,1,29,22641,5,10.0,65
1036,832,1,22,22078,6,8.0,65
1036,832,2,41,22166,6,8.0,65
1036,20,1,29,21820,7,6.0,65
1036,848,1,17,21663,8,4.0,65
1036,848,2,39,21804,8,4.0,65
1036,842,1,21,22241,9,2.0,65
1036,842,2,42,22394,9,2.0,65
1036,846,1,21,22099,10,1.0,65
1036,846,2,44,21761,10,1.0,65
1036,817,1,35,21837,11,0.0,65
1036,826,1,21,23036,12,0.0,65
1036,826,2,45,22079,12,0.0,65
1036,839,1,34,22366,13,0.0,65
1036,8,1,20,22314,14,0.0,65
1036,8,2,44,22197,14,0.0,65
1036,825,1,28,24148,15,0.0,65
1036,841,1,21,22243,16,0.0,65
1036,841,2,45,21794,16,0.0,65
1036,847,1,19,22708,17,0.0,65
1036,847,2,35,21889,17,0.0,65
1036,849,1,28,22322,18,0.0,64
1036,849,2,49,22475,18,0.0,64
1036,154,1,32,23212,19,0.0,64
1036,154,2,62,24010,19,0.0,64
1036,844,1,29,22274,20,0.0,38
1037,1,1,11,23298,1,25.0,44
1037,822,1,11,25548,2,18.0,44
1037,830,1,11,23314,3,15.0,44
1037,817,1,11,23586,4,13.0,44
1037,839,1,11,24305,5,10.0,44
1037,848,1,11,22738,6,8.0,44
1037,846,1,11,23046,7,6.0,44
1037,842,1,26,22681,8,4.0,44
1037,840,1,11,23689,9,2.0,44
1037,815,1,18,23175,10,1.0,44
1037,826,1,11,23769,11,0.0,44
1037,8,1,10,22960,12,0.0,44
1037,20,1,11,22982,13,0.0,44
1037,844,1,10,30678,14,0.0,44
1037,844,2,24,25100,14,0.0,44
1037,154,1,10,23636,15,0.0,44
1037,849,1,10,23532,16,0.0,44
1037,849,2,30,23477,16,0.0,44
1037,825,1,10,26156,17,0.0,44
1037,825,2,35,24339,17,0.0,44
1038,842,1,19,24096,1,25.0,53
